Index,I,Q,U,V,QNormalized,UNormalized,VNormalized,DoP,DoLP,DoCP,Orientation,Ellipticity,Eccentricity
0,0.1868107,0.0248840775794483,0.00608861365008488,0.1869764,0.133204776704162,0.0325924245778474,1.0008869941604,1.01023786988813,0.137134163054537,1.0008869941604,0.119982259744223,0.880183734408123,0.474633114819615
1,0.1867602,0.0251312821101511,0.00618110321706408,0.1869136,0.134564442050025,0.0330964692534281,1.00082137414717,1.0103694315898,0.138574764446048,1.00082137414717,0.120582848390954,0.879012433262649,0.476798848750368
2,0.1870068,0.0249038765693215,0.0059624658003212,0.1870628,0.133170967950478,0.0318836844452779,1.00029945435139,1.00962868145391,0.136934568457615,1.00029945435139,0.117497862542611,0.879821479707857,0.475304285531572
3,0.1869876,0.0249237462698728,0.00637492118578732,0.1871372,0.133290904155531,0.0340927483201416,1.00080005305165,1.01021261465436,0.137581905127889,1.00080005305165,0.125204205336655,0.879760875713942,0.475416450665139
4,0.1871314,0.0250071848700528,0.00622105475020112,0.1872277,0.133634359974076,0.0332443125536448,1.0005146116579,1.00994693653865,0.137707394437791,1.0005146116579,0.121910667787005,0.879412946201618,0.476059733702599
5,0.1868768,0.0252943409338927,0.00648614908246796,0.1871241,0.135353029021755,0.0347081557607363,1.00132333173513,1.01102597059562,0.139732238734215,1.00132333173513,0.125509145205322,0.878560154486111,0.477631714764987
6,0.1870478,0.0250969874312635,0.00601910505349425,0.1870857,0.134174192004736,0.0321795019962504,1.00020262200357,1.00967495720735,0.13797910765348,1.00020262200357,0.117693897994588,0.878928809216891,0.476952983352214
7,0.1869749,0.0250961389031261,0.00617579991620518,0.1870893,0.134221967243336,0.0330301014532174,1.00061184683078,1.0101141480599,0.138226350934549,1.00061184683078,0.12064559964563,0.879097418548796,0.476642139031835
8,0.18697,0.0250792390510558,0.00617049661534629,0.1871048,0.134135096812621,0.0330026026386387,1.00072097127881,1.01020980906694,0.138135426223164,1.00072097127881,0.12062408483083,0.879263528945452,0.476335644967276
9,0.1869478,0.0251457777991654,0.00616491047177491,0.1870896,0.134506946854498,0.0329766409220912,1.00075850050121,1.01029557750396,0.138490352005558,1.00075850050121,0.120212321911213,0.879022381470584,0.476780508068212
10,0.1868902,0.0250284687841666,0.00651627183134651,0.1870906,0.13392071271884,0.0348668460483562,1.00107228736445,1.01059199421803,0.138385166287727,1.00107228736445,0.127349992059521,0.879379244398404,0.476121984916988
11,0.1870603,0.0251025028641568,0.00598968941139689,0.1871165,0.134194710818687,0.0320200994620285,1.00030043788019,1.00976951489168,0.137961977302694,1.00030043788019,0.117114780891549,0.879027997272104,0.4767701542796
12,0.1869915,0.0249997602488504,0.00653211102324509,0.1871972,0.133694634509325,0.0349326628389263,1.00110005000227,1.01059183469102,0.138183017153339,1.00110005000227,0.127786569007655,0.879559820270453,0.475788316970697
13,0.186924,0.0252608240724645,0.00652645416899559,0.1871586,0.135139543731487,0.0349150144924975,1.00125505553059,1.01093691234544,0.139577055840012,1.00125505553059,0.126416900514099,0.878619879541659,0.477521839578254
14,0.1870117,0.0251782340004219,0.00644796531628389,0.1872595,0.134634538910784,0.0344789407095058,1.00132505078559,1.01092389117625,0.138979338105234,1.00132505078559,0.12535241198935,0.879142419257018,0.47655913238854
15,0.1871378,0.025108583982475,0.00618018397824854,0.1872794,0.134171631719914,0.0330247762784886,1.00075666166857,1.01025074040094,0.138176201303367,1.00075666166857,0.12067041253203,0.879263386918971,0.476335907132539
16,0.1870917,0.0252646424490829,0.00631177655022736,0.1873201,0.135038820263448,0.0337362723746022,1.0012207917294,1.01084949069737,0.139189148470264,1.0012207917294,0.122407669127693,0.878888982636353,0.477026368454026
17,0.1872631,0.0250973409846541,0.00606188501375603,0.1873181,0.134021817350317,0.0323709530268165,1.00029370441908,1.00975106894035,0.137875763373212,1.00029370441908,0.118497913489254,0.879088681398507,0.476658253088137
18,0.1872024,0.0251930125321487,0.00603649988031144,0.1872962,0.134576333060627,0.0322458466361085,1.0005010619522,1.01002621699281,0.138385635256425,1.0005010619522,0.117588134628135,0.878877096623616,0.477048266981909
19,0.1873133,0.0250718144298533,0.00596395072456169,0.1873106,0.133849622156319,0.0318394407901718,0.999985585647148,1.00940608421155,0.137584415328264,0.999985585647148,0.116767239258793,0.879042972260296,0.476742543643615
20,0.1872329,0.0251548287659646,0.00610862477199246,0.1873493,0.134350473479632,0.0326258086692695,1.00062168561188,1.01012783885619,0.13825517391955,1.00062168561188,0.119114775931875,0.8790838017158,0.476667252452795
21,0.1872592,0.0250725922473126,0.0060890379141536,0.1873207,0.133892445590458,0.032516628898092,1.00032842178115,1.0097729792207,0.13778431747151,1.00032842178115,0.119121998637073,0.879189848568285,0.476471625781091
22,0.1874205,0.024908331342043,0.00594316178519481,0.1874048,0.132900783756542,0.0317103080249749,0.999916231148674,1.00920792271598,0.136631482309686,0.999916231148674,0.117111048810375,0.879718929759714,0.475494063708921
23,0.1872303,0.0250981895127916,0.00617997184621418,0.1872879,0.134049828007494,0.033007327586476,1.00030764251299,1.00978919569044,0.138053757874387,1.00030764251299,0.120714484755117,0.878963437000838,0.47688916575623
24,0.1870143,0.025037095486897,0.00641741830333663,0.1872269,0.133877973432497,0.034315120840153,1.00113681146308,1.01063136432387,0.138205786017325,1.00113681146308,0.125457311418071,0.87957452313271,0.475761135713989
25,0.1869875,0.0250925326585421,0.00665967308657114,0.1872045,0.134193636786106,0.0356156057841895,1.00116050538138,1.01074168859543,0.138839488364284,1.00116050538138,0.129711862540952,0.879105892981761,0.476626508835525
26,0.1870778,0.0251256252559016,0.00596317290710239,0.18718,0.134305755444535,0.0318753636567374,1.00054629678134,1.010023250602,0.138036497904636,1.00054629678134,0.116511475371503,0.879186474795453,0.476477851045298
27,0.1869944,0.025155040897999,0.00606386491274336,0.1871555,0.134522963778589,0.0324280562024497,1.00086152312583,1.01038200453422,0.138376322442984,1.00086152312583,0.118273330631239,0.879200931531984,0.476451174826226
28,0.1868868,0.0251396259701691,0.00637343626154683,0.187115,0.134517932621079,0.0341031911378804,1.00122106002136,1.01079261615464,0.138773563197159,1.00122106002136,0.124145140767991,0.879209960942882,0.476434512371655
29,0.1869606,0.0250355398519784,0.00603798480455193,0.1870089,0.133908106050036,0.0322954932994007,1.00025834320172,1.00969853565211,0.137747521768486,1.00025834320172,0.118328571355114,0.879156688161313,0.476532808588488
30,0.1868862,0.0249004117460937,0.00608401745600717,0.1869288,0.133238365091129,0.0325546640469289,1.0002279462047,1.00958814001167,0.137157821808912,1.0002279462047,0.119819449317182,0.879585864883383,0.475740166789973
31,0.1867657,0.0250373076189314,0.00610706913707385,0.1868926,0.134057311481345,0.0326990937686837,1.00067946095027,1.01014849258048,0.137987657038227,1.00067946095027,0.119623504296851,0.879341225505626,0.476192197674703
32,0.1867351,0.024969142525225,0.00615246539242603,0.1869027,0.133714242931431,0.0329475572210368,1.00089752810264,1.0103271262574,0.137713616935869,1.00089752810264,0.120795080650148,0.879744703063586,0.475446377030642
33,0.1866663,0.0251057555553503,0.00604399521219201,0.1868583,0.134495383233879,0.0323786093804399,1.00102857344898,1.01054222441121,0.138337928481813,1.00102857344898,0.118122950811662,0.879377334623334,0.476125512182199
34,0.1866173,0.0250390046752062,0.00627239070251527,0.1868138,0.134173009014739,0.0336109819535234,1.00105295704096,1.01056376209342,0.138318814540717,1.00105295704096,0.12272685334608,0.879413521285651,0.47605867136307
35,0.1866761,0.0248968055015096,0.00600545789261735,0.1868198,0.133369003860214,0.032170470095622,1.00076978252706,1.01012988667602,0.137194133755197,1.00076978252706,0.118346270194968,0.880034246415218,0.474910228502608
36,0.1865897,0.0249451008946647,0.00609547258586239,0.1867692,0.133689592162186,0.0326677870528887,1.00096200379764,1.01037865397583,0.137623004484805,1.00096200379764,0.119829588573664,0.879871451132393,0.475211773299208
37,0.1863601,0.02510200788941,0.00644089424847202,0.1866565,0.13469625681361,0.0345615517939303,1.00159046920451,1.01119782953847,0.139059636350748,1.00159046920451,0.125585107424752,0.879313459313991,0.476243467429488
38,0.1864492,0.0249663848087784,0.00608550238024766,0.1866807,0.133904488776452,0.0326389299618752,1.00124162506463,1.0106831865751,0.137824931937364,1.00124162506463,0.119542838302813,0.879961052848283,0.475045835125561
39,0.1864556,0.0249112304798458,0.00633341401773167,0.1867052,0.133604088479219,0.033967411103403,1.00133865649517,1.01078333111848,0.137854406804536,1.00133865649517,0.12448230187296,0.880023534212298,0.474930078256259
40,0.1864617,0.0249984167459661,0.00594952574622549,0.186619,0.134067300394484,0.0319074949237591,1.00084360487972,1.01028711300105,0.137811934415618,1.00084360487972,0.116824680654588,0.879621292945701,0.475674658770606
41,0.1863261,0.0248978661616814,0.00633235335755989,0.1865546,0.133625220308274,0.0339853265729272,1.00122634456472,1.01067546471413,0.137879302017029,1.00122634456472,0.124526384650405,0.879905577674119,0.475148581370054
42,0.1862298,0.0250071848700528,0.00642823703708879,0.1865915,0.134281328069153,0.0345177680322311,1.0019422240694,1.01148958064386,0.138646858521723,1.0019422240694,0.125804064716533,0.879941148189,0.475082704088272
43,0.186453,0.0249206350000356,0.00591247335089132,0.1865594,0.133656390618738,0.0317102613038745,1.0005706531941,1.00995604035941,0.137366558613036,1.0005706531941,0.116472568940533,0.879725753862721,0.475481438113694
44,0.1861733,0.0249175944408765,0.00648388634076816,0.1864521,0.133840859247145,0.0348271548109646,1.0014975294524,1.01100128972,0.138297889775083,1.0014975294524,0.127283862100509,0.879820246043225,0.475306569124012
45,0.1863642,0.0247213723090972,0.00595093995978786,0.1864665,0.132650864860833,0.0319317763808063,1.0005489251691,1.00980891358128,0.136440061166656,1.0005489251691,0.118113042496623,0.880423842276339,0.474187576757731
46,0.1861718,0.0248062958335177,0.00637032499170961,0.1864227,0.133244110190253,0.0342174539415186,1.00134767993864,1.01075318608111,0.137567536339909,1.00134767993864,0.125685466276887,0.880253389755165,0.474503919714623
47,0.1859274,0.02501856928923,0.00647540105939393,0.1863233,0.134560959219727,0.034827578180483,1.00212932574758,1.01172268802837,0.138995006917698,1.00212932574758,0.12663300776856,0.879836452013516,0.475276569702598
48,0.1860902,0.0247376357650645,0.00625160176314838,0.186308,0.132933576110212,0.0335944706553509,1.00117040016078,1.01051575656897,0.137112815287495,1.00117040016078,0.123766732814242,0.880449491643147,0.474139950505465
49,0.1860114,0.0247245542896126,0.00618746717809476,0.1862533,0.132919564551488,0.033263913814394,1.00130045792892,1.01063183486939,0.137018606775899,1.00130045792892,0.122609778142034,0.880636826839786,0.473791915521521
50,0.1859757,0.0247664150110588,0.00640256906093171,0.1862145,0.133170166914596,0.0344269120155575,1.00128403872119,1.0106875045358,0.137548193833973,1.00128403872119,0.126489793281721,0.880212411349779,0.474579930997726
51,0.1858589,0.0249544347041763,0.00616505189313115,0.1862046,0.134265481524836,0.0331706035768594,1.00186001316052,1.0113609614973,0.138302235957157,1.00186001316052,0.121101245942178,0.880135329188819,0.47472286896008
52,0.1858841,0.0246302969556804,0.00643912648151906,0.1862229,0.132503516738013,0.0346405447346979,1.00182264109733,1.01114081784027,0.136956742395026,1.00182264109733,0.127854053271718,0.881144025749798,0.472847973333332
53,0.1857036,0.0249026744877935,0.00634324280199016,0.1861392,0.134099040017498,0.0341578881722819,1.00234567342798,1.01185283658138,0.138381045876972,1.00234567342798,0.124708662096444,0.880501021216322,0.474044250716127
54,0.1858455,0.0247771630341329,0.00601606449433515,0.186104,0.133321296636899,0.0323713218470996,1.00139094032409,1.01074541105969,0.137195009439384,1.00139094032409,0.119098625022902,0.880579787997622,0.473897918301044
55,0.185621,0.0247686777527586,0.00648105791364342,0.1860365,0.133436829630045,0.0349155424959644,1.00223843207396,1.0116849101057,0.137929266689507,1.00223843207396,0.127962778229682,0.880756354030418,0.473569683188278
56,0.1856179,0.0249294031241223,0.00637449692171861,0.1859568,0.134304951861444,0.0343420377114417,1.0018257937408,1.01137140391305,0.138626100171212,1.0018257937408,0.125168980041622,0.879854935338436,0.475242351606626
57,0.1856189,0.0248110334489517,0.00617721412976756,0.185969,0.133666525601389,0.0332790148512224,1.00188612258773,1.01131104786297,0.137746988699625,1.00188612258773,0.12200471957593,0.88058780426466,0.473883022464769
58,0.185591,0.0248062251228396,0.00625329881942323,0.1859484,0.133660711579978,0.0336939766444668,1.00192573993351,1.01136326719112,0.137842191952188,1.00192573993351,0.123470434248995,0.88054894344752,0.473955228047392
59,0.1855514,0.0248388227454523,0.00620118504964978,0.1859392,0.133864916920338,0.0334203086026286,1.00208998692546,1.01154390656335,0.137973667810868,1.00208998692546,0.122327889333878,0.880591542028549,0.47387607674136
60,0.1854374,0.0247175539324788,0.00644223775135628,0.1858772,0.133293251159037,0.0347407683205021,1.00237168985329,1.01179198277481,0.137746186110705,1.00237168985329,0.12748096412251,0.881015205403426,0.473087949379351
61,0.1855364,0.024681279354604,0.00614051528782398,0.1858604,0.133026615556861,0.0330960139779794,1.00174628805992,1.01108211942926,0.137081824425208,1.00174628805992,0.121920898660918,0.880979949324489,0.47315359967797
62,0.1855024,0.0246379337089172,0.00638779052920491,0.185905,0.132817331252411,0.034435082938037,1.00217032232467,1.01151943795772,0.137208667430167,1.00217032232467,0.12684043450664,0.881254558663669,0.472641939352088
63,0.1855441,0.0247312718040339,0.0061087661933487,0.1859002,0.133290532030034,0.0329235270393869,1.0019192202824,1.01128257600577,0.137296484155869,1.0019192202824,0.121079280252446,0.880965723749733,0.473180085779304
64,0.185466,0.0247638694266466,0.00654582889480011,0.1858873,0.133522421503923,0.0352939562766227,1.00227157538309,1.01174216637186,0.138108292270694,1.00227157538309,0.129209706154995,0.880646931570466,0.473773133382977
65,0.1855672,0.0247655664829214,0.00633129269738811,0.1859674,0.133458749622355,0.0341185979924691,1.00215663112878,1.0115795717071,0.137750922246401,1.00215663112878,0.125144138247603,0.880822517067353,0.47344661095749
66,0.1854962,0.0248092656819987,0.00650976644895959,0.1859527,0.133745411938351,0.0350937994900143,1.00246096685539,1.01195227162443,0.138272954612261,1.00246096685539,0.128303901535858,0.880685922294325,0.473700650487831
67,0.185736,0.0246326304080583,0.00605750095171268,0.1859223,0.132621734117556,0.0326134995461982,1.00100303656803,1.01027681549733,0.136572928184899,1.00100303656803,0.120564519322338,0.880720463900745,0.473636426456472
68,0.1855116,0.024804669487921,0.00644138922321885,0.1859188,0.133709533462711,0.034722298892462,1.00219501098584,1.01167124967753,0.138144407701482,1.00219501098584,0.12703627603553,0.880551715761447,0.473950077402221
69,0.1854083,0.0248852089502982,0.00643792439999104,0.1858609,0.134218419295674,0.0347229568470831,1.00244109891521,1.01198242307105,0.138637180476356,1.00244109891521,0.126577270227427,0.880386760685109,0.474256419682835
70,0.1854015,0.024715291190779,0.0061895177877602,0.1857848,0.133306856690906,0.0333843997365728,1.00206740506414,1.01144664737126,0.137423564888199,1.00206740506414,0.122692947365149,0.880997577329639,0.473120776059673
71,0.1853741,0.0246367316273892,0.00616243559804076,0.1857115,0.132902771354732,0.033243239471106,1.00182010323988,1.01114379732057,0.136997297799268,1.00182010323988,0.122551459554879,0.881110364271725,0.472910695557785
72,0.1853506,0.0247696677022523,0.00607546146395482,0.1857658,0.13363683582493,0.0327782130942917,1.00224007907177,1.01164143412611,0.137598020127305,1.00224007907177,0.120264888501384,0.881014261047688,0.473089708015929
73,0.1853604,0.0245028763137106,0.00615911219616918,0.1856339,0.132190458769568,0.0332277670752177,1.00147550393719,1.01070845790503,0.136302611473565,1.00147550393719,0.123130454756468,0.881345773410196,0.472471827405596
74,0.1852565,0.0247634451625778,0.0063642438733914,0.185693,0.133671127126864,0.03435368731133,1.00235619263022,1.01181326486827,0.138015021136291,1.00235619263022,0.125778713662601,0.880793464069904,0.473500658554705
75,0.1851983,0.0247962549172249,0.00617869905400805,0.1855994,0.133890294442362,0.0333626121514509,1.00216578661899,1.01162045190135,0.137984328224007,1.00216578661899,0.122102772100885,0.880649901552704,0.473767612754622
76,0.1851219,0.0248685919409403,0.00652313076712402,0.1856952,0.134336304569801,0.0352369480170851,1.0030968783272,1.0126654099656,0.138880831042405,1.0030968783272,0.128262471278688,0.880774222364491,0.473536449725073
77,0.1852718,0.0248705011292495,0.0064377829786348,0.1856947,0.134237920337847,0.0347477758549051,1.00228259238589,1.0118288502426,0.138662277435115,1.00228259238589,0.126646300321711,0.880228152146722,0.474550735083582
78,0.1854882,0.0246508737630129,0.00604915709169467,0.1857071,0.13289726118973,0.0326120857914125,1.00118012897856,1.01048843676359,0.136840162859439,1.00118012897856,0.120319092518828,0.880669210753722,0.473731718623966
